1	4 
2	4 
3	13 
4	13 
5	11 
6	22 
7	6 
8	13 
9	11 
10	30 
11	10 
12	18 
13	17 
14	26 
15	13 
16	27 
17	17 
18	13 
19	6 
20	24 
21	22 
22	14 
23	8 
24	3 
25	12 
26	9 
27	16 
28	28 
29	30 
30	12 
31	10 
32	13 
33	19 
34	5 
35	4 
36	13 
37	25 
38	7 
39	20 
40	26 
41	16 
42	14 
43	10 
44	12 
45	25 
46	11 
47	25 
48	27 
49	9 
50	13 
51	11 
52	5 
53	7 
54	3 
55	26 
56	2 
57	12 
58	27 
59	23 
60	9 
61	22 
62	28 
63	26 
64	20 
65	8 
66	9 
67	21 
68	1 
69	11 
70	21 
71	13 
72	24 
73	13 
74	24 
75	20 
76	14 
77	1 
78	11 
79	18 
80	7 
81	14 
82	5 
83	9 
84	26 
85	24 
86	6 
87	27 
88	21 
89	16 
90	19 
91	1 
92	27 
93	22 
94	25 
95	12 
96	26 
97	9 
98	8 
99	24 
100	15 
101	26 
102	18 
103	8 
104	12 
105	11 
106	24 
107	15 
108	24 
109	26 
110	14 
111	20 
112	20 
113	26 
114	26 
115	26 
116	21 
117	21 
118	15 
119	8 
120	28 
121	6 
122	1 
123	6 
124	24 
125	16 
126	25 
127	15 
128	5 
129	9 
130	5 
131	3 
132	4 
133	21 
134	29 
135	6 
136	13 
137	3 
138	21 
139	7 
140	21 
141	8 
142	16 
143	30 
144	11 
145	11 
146	19 
147	5 
148	22 
149	30 
150	21 
151	24 
152	1 
153	7 
154	23 
155	13 
156	8 
157	30 
158	1 
159	15 
160	8 
161	29 
162	10 
163	7 
164	10 
165	3 
166	30 
167	29 
168	5 
169	21 
170	24 
171	8 
172	6 
173	13 
174	13 
175	4 
176	9 
177	5 
178	25 
179	5 
180	13 
181	29 
182	3 
183	9 
184	7 
185	8 
186	29 
187	15 
188	21 
189	7 
190	3 
191	1 
192	24 
193	22 
194	25 
195	5 
196	2 
197	6 
198	5 
199	3 
200	2 
201	10 
202	29 
203	20 
204	22 
205	20 
206	21 
207	3 
208	27 
209	18 
210	29 
211	4 
212	1 
213	18 
214	8 
215	3 
216	6 
217	22 
218	18 
219	7 
220	21 
221	8 
222	26 
223	24 
224	5 
225	28 
226	15 
227	18 
228	5 
229	15 
230	19 
231	8 
232	12 
233	26 
234	8 
235	24 
236	17 
237	2 
238	30 
239	21 
240	25 
241	4 
242	9 
243	5 
244	14 
245	23 
246	23 
247	28 
248	5 
249	28 
250	1 
251	23 
252	18 
253	21 
254	12 
255	23 
256	12 
257	13 
258	19 
259	29 
260	6 
261	6 
262	13 
263	10 
264	29 
265	9 
266	28 
267	12 
268	25 
269	19 
270	27 
271	2 
272	8 
273	7 
274	17 
275	15 
276	11 
277	27 
278	27 
279	24 
280	27 
281	9 
282	6 
283	12 
284	28 
285	5 
286	14 
287	19 
288	5 
289	17 
290	24 
291	2 
292	21 
293	4 
294	19 
295	13 
296	6 
297	23 
298	7 
299	9 
